단축코드,한글 종목약명,시장구분
068100,케이웨더,Q
092220,KEC,P
106080,케이이엠텍,Q
036560,KZ정밀,Q
455180,케이지에이,Q
151860,KG에코솔루션,Q
035600,KG이니시스,Q
381970,케이카,P
145270,케이탑리츠,P
089600,KT나스미디어,Q
418470,KT밀리의서재,Q
030200,KT,P
053210,스카이라이프,P
058850,KTcs,P
058860,KTis,P
036030,케이티알파,Q
033780,KT&G,P
043610,KT지니뮤직,Q
064820,케이프,Q
024880,케이피에프,Q
042040,케이피엠테크,Q
054410,케이피티유,Q
288180,케이피항공산업,Q
258610,케일럼,Q
274090,켄코아에어로스페이스,Q
402420,켈스,X
089010,켐트로닉스,Q
220260,켐트로스,Q
176590,코나솔,X
052400,코나아이,Q
402030,코난테크놀로지,Q
391710,코닉오토메이션,Q
046070,코다코,Q
047770,코데즈컴바인,Q
080530,코디,Q
417310,코람코더원리츠,P
357120,코람코라이프인프라리츠,P
104540,코렌텍,Q
027050,코리아나,Q
007815,코리아써우,P
00781K,코리아써키트2우B,P
007810,코리아써키트,P
190650,코리아에셋투자증권,Q
123410,코리아에프티,Q
003690,코리안리,P
036690,코맥스,Q
049430,코메론,Q
183300,코미코,Q
041960,코미팜,Q
089890,코세스,Q
360350,코셈,Q
082660,코스나인,Q
043710,코스리거글로벌,Q
192820,코스맥스,P
044820,코스맥스비티아이,P
222040,코스맥스엔비티,Q
241710,코스메카코리아,Q
439960,코스모로보틱스,Q
005070,코스모신소재,P
005420,코스모화학,P
355150,코스텍시스,Q
169670,코스텍시스템,X
071950,코아스,P
166480,코아스템켐온,Q
045970,코아시아,Q
196450,코아시아씨엠,Q
384470,코어라인소프트,Q
002025,코오롱우,P
003075,코오롱글로벌우,P
003070,코오롱글로벌,P
002020,코오롱,P
102940,코오롱생명과학,Q
120115,코오롱인더우,P
120110,코오롱인더,P
950160,코오롱티슈진,Q
021240,코웨이,P
056360,코위버,Q
282880,코윈테크,Q
121850,코이즈,Q
448710,코츠테크놀로지,Q
126730,코칩,Q
015710,코콤,Q
052330,코텍,Q
322780,코퍼스코리아,Q
036420,콘텐트리중앙,P
200130,콜마비앤에이치,Q
024720,콜마홀딩스,P
294570,쿠콘,Q
192400,쿠쿠홀딩스,P
284740,쿠쿠홈시스,P
464490,쿼드메디슨,Q
317690,퀀타매트릭스,Q
432720,퀄리타스반도체,Q
456190,큐라켐,X
365270,큐라클,Q
060280,큐렉소,Q
372320,큐로셀,Q
051780,큐로홀딩스,Q
115180,큐리언트,Q
494120,큐리오시스,Q
445680,큐리옥스바이오시스템즈,Q
182360,큐브엔터,Q
405100,큐알티,Q
066310,큐에스아이,Q
377460,큐에이드,Q
136660,큐엠씨,X
016600,큐캐피탈,Q
355390,크라우드웍스,Q
26490K,크라운제과우,P
264900,크라운제과,P
005745,크라운해태홀딩스우,P
005740,크라운해태홀딩스,P
259960,크래프톤,P
096240,크레버스,Q
040350,크레오에스지,Q
215570,크로넥스,X
110790,크리스에프앤씨,Q
045520,크린앤사이언스,Q
214150,클래시스,Q
466100,클로봇,Q
237880,클리오,Q
139670,키네마스터,Q
020120,키다리스튜디오,P
475430,키스트론,Q
487720,키움제10호스팩,Q
489480,키움제11호스팩,Q
039490,키움증권,P
466690,키움히어로제1호스팩,Q
0131D0,키움히어로제2호스팩,Q
054780,키이스트,Q
256940,킵스파마,Q
336040,타스컴,X
219130,타이거일렉,Q
346010,타이드,X
318660,타임기술,X
476710,타조이엔터테인먼트,X
434190,탈로스,X
336680,탑런토탈솔루션,Q
360070,탑머티리얼,Q
180060,탑선,X
065130,탑엔지니어링,Q
134580,탑코미디어,Q
014580,태경비케이,P
015890,태경산업,P
006890,태경케미컬,P
023160,태광,Q
003240,태광산업,P
011280,태림포장,P
323280,태성,Q
053620,태양,Q
052960,태양3C,X
004105,태양금속우,P
004100,태양금속,P
116100,태양기계,X
009410,태영건설,P
009415,태영건설우,P
044490,태웅,Q
124560,태웅로직스,Q
001420,태원물산,P
191420,테고사이언스,Q
950250,테라뷰,Q
073640,테라사이언스,Q
066700,테라젠이텍스,Q
095610,테스,Q
055490,테이팩스,P
064520,테크엘,Q
089030,테크윙,Q
258050,테크트랜스,X
054450,텔레칩스,Q
078000,텔코웨어,P
200230,텔콘RF제약,Q
214420,토니모리,P
393210,토마토시스템,Q
475960,토모큐브,Q
215480,토박스코리아,Q
051360,토비스,Q
045340,토탈소프트,Q
108230,톱텍,Q
079970,투비소프트,Q
199800,툴젠,Q
417790,트루엔,Q
091810,트리니티항공,P
290090,트윔,Q
026150,특수건설,Q
464280,티디에스팜,Q
117730,티로보틱스,Q
033830,티비씨,Q
057680,티사이언티픽,Q
204610,티쓰리,Q
125020,티씨머티리얼즈,Q
064760,티씨케이,Q
246710,티앤알바이오팹,Q
340570,티앤엘,Q
043220,티에스넥스젠,Q
277880,티에스아이,Q
131290,티에스이,Q
246690,TS인베스트먼트,Q
317240,TS트릴리온,Q
019180,티에이치엔,P
425420,티에프이,Q
484810,티엑스알로보틱스,Q
131100,티엔엔터테인먼트,Q
356860,티엘비,Q
413300,티엘엔지니어링,X
217590,티엠씨,P
002900,TYM,P
36328K,티와이홀딩스우,P
363280,티와이홀딩스,P
321550,티움바이오,Q
004870,티웨이홀딩스,P
425040,티이엠씨,Q
241790,티이엠씨씨엔에스,Q
032540,TJ미디어,Q
022220,티케이지애강,Q
069260,TKG휴켐스,P
104480,티케이케미칼,Q
081150,티플랙스,Q
007980,TP,P
130740,티피씨글로벌,Q
217880,틸론,X
084730,팅크웨어,Q
440110,파두,Q
034230,파라다이스,P
288330,파라택시스코리아,Q
290560,파라택시스이더리움,Q
033540,파라텍,Q
388870,파로스아이바이오,Q
043200,파루,Q
214450,파마리서치,Q
217950,파마리서치바이오,X
005690,파미셀,P
177830,파버나인,Q
037070,파세코,Q
150900,파수AI,Q
037030,파워넷,Q
047310,파워로직스,Q
368770,파이버프로,Q
170790,파이오링크,Q
900100,파이온엑스,Q
049120,파인디앤씨,Q
038950,파인디지털,Q
387570,파인메딕스,Q
441270,파인엠텍,Q
106240,파인테크닉스,Q
131760,파인텍,Q
065690,파커스,Q
140860,파크시스템스,Q
091700,파트론,Q
202960,판도라티비,X
032800,판타지오,Q
318010,팜스빌,Q
036580,팜스코,P
027710,팜스토리,Q
004720,팜젠사이언스,P
266350,팡스카이,X
225590,패션플랫폼,Q
054300,팬스타엔터프라이즈,Q
068050,팬엔터테인먼트,Q
028670,팬오션,P
222110,팬젠,Q
271830,팸텍,Q
010820,퍼스텍,P
016800,퍼시스,P
263750,펄어비스,Q
251970,펌텍코리아,Q
187660,페니트리움바이오,Q
0015S0,페스카로,Q
001020,페이퍼코리아,P
327610,펨토바이오메드,X
168360,펨트론,Q
087010,펩트론,Q
090080,평화산업,P
010770,평화홀딩스,P
064800,포니링크,Q
119500,포메탈,Q
389140,포바이포,Q
105760,포스뱅크,Q
022100,포스코DX,P
058430,포스코스틸리온,P
047050,포스코인터내셔널,P
003670,포스코퓨처엠,P
005490,POSCO홀딩스,P
189690,포시에스,Q
318020,포인트모바일,Q
256630,포인트엔지니어링,Q
331380,포커스에이아이,Q
208710,포톤,Q
472850,폰드그룹,Q
234100,폴라리스세원,Q
039980,폴라리스AI,Q
041910,폴라리스AI파마,Q
041020,폴라리스오피스,Q
114630,폴라리스우노,Q
487580,폴레드,Q
290720,푸드나무,Q
005670,푸드웰,Q
094940,푸른로보틱스,Q
007330,푸른저축은행,Q
017810,풀무원,P
093380,풍강,Q
023900,풍국주정,Q
103140,풍산,P
005810,풍산홀딩스,P
371950,풍원정밀,Q
298060,풍전약품,Q
370090,퓨런티어,Q
445180,퓨릿,Q
341170,퓨쳐메디신,X
220100,퓨쳐켐,Q
035200,프럼파스트,Q
334970,프레스티지바이오로직스,Q
950210,프레스티지바이오파마,P
227100,프로브잇,Q
321260,프로이천,Q
296160,프로젠,X
053610,프로텍,Q
468530,프로티나,Q
303360,프로티아,Q
377220,프롬바이오,Q
335810,프리시젼바이오,Q
053160,프리엠스,Q
405000,플라즈맵,Q
041590,플래스크,Q
367000,플래티어,Q
075130,플랜티넷,Q
222670,플럼라인생명과학,X
009810,플레이그램,P
237820,플레이디,Q
023770,플레이위드,Q
019570,플루토스,Q
300080,플리토,Q
033790,피노,Q
032580,피델릭스,Q
051380,피씨디렉트,Q
241820,피씨엘,Q
452450,피아이이,Q
178920,PI첨단소재,P
237750,피앤씨테크,Q
460940,피앤에스로보틱스,Q
332570,PS일렉트로닉스,Q
319660,피에스케이,Q
031980,피에스케이홀딩스,Q
002230,피에스텍,Q
043370,피에이치에이,Q
239890,피엔에이치테크,Q
347740,피엔케이피부임상연구센타,Q
137400,피엔티,Q
257370,피엔티엠에스,Q
024940,PN풍년,Q
147760,피엠티,Q
128660,피제이메탈,Q
006140,피제이전자,Q
001340,PKC,P
376180,피코그램,Q
304840,피플바이오,Q
087600,픽셀플러스,Q
291810,핀텔,Q
378340,필에너지,Q
161580,필옵틱스,Q
347770,핌스,Q
163730,핑거,Q
417180,핑거스토리,Q
469880,하나30호스팩,Q
469900,하나31호스팩,Q
475240,하나32호스팩,Q
475250,하나33호스팩,Q
484130,하나34호스팩,Q
0041L0,하나35호스팩,Q
0101C0,하나36호스팩,Q
086790,하나금융지주,P
299030,하나기술,Q
067310,하나마이크론,Q
166090,하나머티리얼즈,Q
293480,하나제약,P
039130,하나투어,P
136480,하림,Q
003380,하림지주,Q
450330,하스,Q
101670,하이드로리튬,Q
365590,하이딥,Q
149980,하이로닉,Q
013030,하이록코리아,Q
352820,하이브,P
126700,하이비젼시스템,Q
071090,하이스틸,P
160190,하이젠알앤엠,Q
221840,하이즈항공,Q
106190,하이텍팜,Q
000087,하이트진로2우B,P
000080,하이트진로,P
000145,하이트진로홀딩스우,P
000140,하이트진로홀딩스,P
065650,하이퍼코퍼레이션,Q
066130,하츠,Q
004590,한국가구,Q
036460,한국가스공사,P
039340,한국경제TV,Q
005430,한국공항,P
034950,한국기업평가,Q
010040,한국내화,P
025540,한국단자,P
222980,한국맥널티,Q
010100,한국무브넥스,P
331660,한국미라클피플사,X
256840,한국비엔씨,Q
219750,한국비티비,Q
004090,한국석유,P
025550,한국선재,Q
002200,한국수출포장,P
002960,한국쉘석유,P
017890,한국알콜,Q
000240,한국앤컴퍼니,P
033270,유나이티드제약,P
080720,한국유니온제약,Q
123890,한국자산신탁,P
015760,한국전력,P
052690,한전기술,P
041460,한국전자인증,Q
006200,한국전자홀딩스,P
101680,한국정밀기계,Q
039740,한국정보공학,Q
053300,한국정보인증,Q
025770,한국정보통신,Q
464440,한국제13호스팩,Q
479880,한국제15호스팩,Q
027970,한국제지,P
023350,한국종합기술,P
025890,한국주강,P
000970,한국주철관,P
104700,한국철강,P
062970,한국첨단소재,Q
017960,한국카본,P
023760,한국캐피탈,Q
054040,한국컴퓨터,Q
161890,한국콜마,P
021650,한국큐빅,Q
161390,한국타이어앤테크놀로지,P
034830,한국토지신탁,P
071055,한국금융지주우,P
071050,한국금융지주,P
007280,한국특강,P
032300,한국파마,Q
037230,한국팩키지,Q
448900,한국피아이엠,Q
047810,한국항공우주,P
123690,한국화장품,P
003350,한국화장품제조,P
030520,한글과컴퓨터,Q
052600,한네트,Q
011500,한농화성,P
002390,한독,P
256150,한독크린텍,Q
092460,한라IMS,Q
125490,한라캐스트,Q
053690,한미글로벌,P
042700,한미반도체,P
008930,한미사이언스,P
128940,한미약품,P
452190,한빛레이저,Q
047080,한빛소프트,Q
009240,한샘,P
452280,한선엔지니어링,Q
020000,한섬,P
003680,한성기업,P
066980,한성크린텍,Q
105630,한세실업,P
069640,한세엠케이,P
016450,한세예스24홀딩스,P
009180,한솔로지스틱스,P
114810,한솔아이원스,Q
213500,한솔제지,P
014680,한솔케미칼,P
004710,한솔테크닉스,P
004150,한솔홀딩스,P
025750,한솔홈데코,P
042520,한스바이오메드,Q
004960,한신공영,P
011700,한신기계,P
430690,한싹,Q
078350,한양디지텍,Q
045100,한양이엔지,Q
001755,한양증권우,P
001750,한양증권,P
018880,한온시스템,P
009420,한올바이오파마,P
320000,한울반도체,Q
091440,한울소재과학,Q
276730,한울앤제주,Q
014130,한익스프레스,P
024740,한일단조,Q
005860,한일사료,Q
300720,한일시멘트,P
002220,한일철강,P
003300,한일홀딩스,P
007770,한일화학,Q
051600,한전KPS,P
130660,한전산업,P
198940,한주라이트메탈,Q
058450,한주에이알티,Q
107640,한중엔시에스,Q
002320,한진,P
003480,한진중공업홀딩스,P
18064K,한진칼우,P
180640,한진칼,P
005110,한창,P
079170,한창산업,Q
009460,한창제지,P
372910,한컴라이프케어,P
054920,한컴위드,Q
457370,한켐,Q
002680,한탑,Q
098070,한텍,Q
408470,한패스,Q
00088K,한화3우B,P
45226K,한화갤러리아우,P
452260,한화갤러리아,P
451800,한화리츠,P
000880,한화,P
489790,한화비전,P
088350,한화생명,P
000370,한화손해보험,P
009835,한화솔루션우,P
009830,한화솔루션,P
272210,한화시스템,P
012450,한화에어로스페이스,P
082740,한화엔진,P
042660,한화오션,P
003535,한화투자증권우,P
003530,한화투자증권,P
498390,한화플러스제5호스팩,Q
195870,해성디에스,P
034810,해성산업,Q
03481K,해성산업1우,Q
059270,해성에어로보틱스,Q
076610,해성옵틱스,Q
101530,해태제과식품,P
220180,핸디소프트,Q
143210,핸즈코퍼레이션,P
900270,헝셩그룹,Q
214180,헥토이노베이션,Q
234340,헥토파이낸셜,Q
084990,헬릭스미스,Q
000725,현대건설우,P
000720,현대건설,P
170030,현대공업,Q
453340,현대그린푸드,P
086280,현대글로비스,P
064350,현대로템,P
079430,현대리바트,P
012330,현대모비스,P
319400,현대무벡스,Q
052260,현대바이오랜드,Q
048410,현대바이오,Q
069960,현대백화점,P
004560,현대비앤지스틸,P
016790,현대사료,Q
004310,현대약품,P
041440,현대에버다임,Q
039010,현대에이치티,Q
017800,현대엘리베이터,P
307950,현대오토에버,P
011210,현대위아,P
090850,현대이지웰,Q
005385,현대차우,P
005387,현대차2우B,P
005389,현대차3우B,P
005380,현대차,P
004020,현대제철,P
005440,현대지에프홀딩스,P
001500,현대차증권,P
011760,현대코퍼레이션,P
227840,현대코퍼레이션홀딩스,P
126560,현대퓨처넷,P
001450,현대해상,P
057050,현대홈쇼핑,P
460930,현대힘스,Q
092300,현우산업,Q
308100,형지글로벌,Q
011080,형지I&C,Q
093240,형지엘리트,P
003010,혜인,P
111110,호전실업,P
008775,호텔신라우,P
008770,호텔신라,P
064240,홈캐스트,Q
039610,화성밸브,Q
378850,화승알앤에이,P
241590,화승엔터프라이즈,P
006060,화승인더,P
013520,화승코퍼레이션,P
010690,화신,P
126640,화신정공,Q
133820,화인베스틸,P
127980,화인써키트,Q
061250,화일약품,Q
010660,화천기계,P
000850,화천기공,P
016580,환인제약,P
032560,황금에스티,P
004800,효성,P
094280,효성ITX,P
097870,효성오앤비,Q
298040,효성중공업,P
298020,효성티앤씨,P
298000,효성화학,P
093370,후성,P
290270,휴네시온,Q
005870,휴니드,P
353190,휴럼,Q
090710,휴림로봇,Q
078590,휴림에이텍,Q
205470,휴마시스,Q
115160,휴맥스,Q
028080,휴맥스홀딩스,Q
175140,휴먼테크놀로지,Q
200670,휴메딕스,Q
079980,휴비스,P
065510,휴비츠,Q
005010,휴스틸,P
263920,휴엠앤씨,Q
243070,휴온스,Q
084110,휴온스글로벌,Q
145020,휴젤,Q
024060,흥구석유,Q
010240,흥국,Q
189980,흥국에프엔비,Q
000545,흥국화재우,P
000540,흥국화재,P
003280,흥아해운,P
037440,희림,Q
238490,힘스,Q
